Name,About,Course Description,title_tokens,about_tokens,description_tokens
AP® Physics 1: Challenging Concepts,Master the most difficult topics in your AP® Physics 1 course with help from experienced AP® Physics teachers.,"This course covers 8 different challenging topics in AP® Physics 1. Well-respected AP instructors from around the USA will lead you through video, assessment questions, and interactive activities.Each module breaks these tricky topics into bite-sized pieces - with short instructional videos, on-screen simulations, interactive graphs, and practice problems written by many of the same people who write and grade your AP® Physics 1 & 2 exams.Topics include:* Advanced Placement® and AP® are trademarks registered and/or owned by the College Board, which was not involved in the production of, and does not endorse, these offerings. Stand-alone units cover the most challenging concepts in the newly redesigned AP® Physics 1 curricula (based on College Board data from 2011–2013 AP® Physics B exams). Physics","['ap®', 'physic', 'challenging', 'concept']","['master', 'difficult', 'topic', 'ap®', 'physic', 'course', 'help', 'experienced', 'ap®', 'physic', 'teacher']","['course', 'cover', 'different', 'challenging', 'topic', 'ap®', 'physic', 'wellrespected', 'ap', 'instructor', 'around', 'usa', 'lead', 'video', 'assessment', 'question', 'interactive', 'activitieseach', 'module', 'break', 'tricky', 'topic', 'bitesized', 'piece', 'short', 'instructional', 'video', 'onscreen', 'simulation', 'interactive', 'graph', 'practice', 'problem', 'written', 'many', 'people', 'write', 'grade', 'ap®', 'physic', 'examstopics', 'include', 'advanced', 'placement®', 'ap®', 'trademark', 'registered', 'andor', 'owned', 'college', 'board', 'involved', 'production', 'endorse', 'offering', 'standalone', 'unit', 'cover', 'challenging', 'concept', 'newly', 'redesigned', 'ap®', 'physic', 'curriculum', 'based', 'college', 'board', 'data', '–', 'ap®', 'physic', 'b', 'exam', 'physic']"
Introduction to Java Programming – Part 2,The first MOOC to teach the fundamental elements of Java programming and data abstraction.,"Do you want to become a better problem solver?This Java course will provide you with a strong understanding of basic Java programming elements and data abstraction using problem representation and the object-oriented framework. As the saying goes, “A picture is worth a thousand words.” This course will use sample objects such as photos or images to illustrate some important concepts to enhance understanding and retention. You will learn to write procedural programs using variables, arrays, control statements, loops, recursion, data abstraction and objects in an integrated development environment.This course is comprised of two 5-week parts. Part 1 introduces programming fundamentals. Part 2 covers additional advanced topics. Computer Science","['introduction', 'java', 'programming', '–', 'part']","['first', 'mooc', 'teach', 'fundamental', 'element', 'java', 'programming', 'data', 'abstraction']","['want', 'become', 'better', 'problem', 'solverthis', 'java', 'course', 'provide', 'strong', 'understanding', 'basic', 'java', 'programming', 'element', 'data', 'abstraction', 'using', 'problem', 'representation', 'objectoriented', 'framework', 'saying', 'go', '“', 'picture', 'worth', 'thousand', 'word', '”', 'course', 'use', 'sample', 'object', 'photo', 'image', 'illustrate', 'important', 'concept', 'enhance', 'understanding', 'retention', 'learn', 'write', 'procedural', 'program', 'using', 'variable', 'array', 'control', 'statement', 'loop', 'recursion', 'data', 'abstraction', 'object', 'integrated', 'development', 'environmentthis', 'course', 'comprised', 'two', 'week', 'part', 'part', 'introduces', 'programming', 'fundamental', 'part', 'cover', 'additional', 'advanced', 'topic', 'computer', 'science']"
AP® Macroeconomics,Learn all material in the AP® Macroeconomics curriculum from highly regarded AP instructors and college professors.,"Learn key concepts and AP® Macroeconomics material from top AP instructors, including many of the same high school teachers and college faculty who helped design the AP curriculum in partnership with the College Board.Each module will cover a major concept in the AP® Macroeconomics course, based on Advanced Placement® standards.All topics are broken into bite-sized pieces—with short instructional videos, interactive graphs, and practice problems.Throughout the 18 core modules, you will also find more than 30 short videos. Each one is placed at a critical juncture – ensuring you don’t miss important ideas, definitions and concepts.Topics include:This course is specifically designed for blended learning in AP classrooms, but can also be used by AP students independently as supplementary help and exam review.* Advanced Placement® and AP® are trademarks registered and/or owned by the College Board, which was not involved in the production of, and does not endorse, these offerings. Economics & Finance","['ap®', 'macroeconomics']","['learn', 'material', 'ap®', 'macroeconomics', 'curriculum', 'highly', 'regarded', 'ap', 'instructor', 'college', 'professor']","['learn', 'key', 'concept', 'ap®', 'macroeconomics', 'material', 'top', 'ap', 'instructor', 'including', 'many', 'high', 'school', 'teacher', 'college', 'faculty', 'helped', 'design', 'ap', 'curriculum', 'partnership', 'college', 'boardeach', 'module', 'cover', 'major', 'concept', 'ap®', 'macroeconomics', 'course', 'based', 'advanced', 'placement®', 'standardsall', 'topic', 'broken', 'bitesized', 'pieces—with', 'short', 'instructional', 'video', 'interactive', 'graph', 'practice', 'problemsthroughout', 'core', 'module', 'also', 'find', 'short', 'video', 'one', 'placed', 'critical', 'juncture', '–', 'ensuring', '’', 'miss', 'important', 'idea', 'definition', 'conceptstopics', 'includethis', 'course', 'specifically', 'designed', 'blended', 'learning', 'ap', 'classroom', 'also', 'used', 'ap', 'student', 'independently', 'supplementary', 'help', 'exam', 'review', 'advanced', 'placement®', 'ap®', 'trademark', 'registered', 'andor', 'owned', 'college', 'board', 'involved', 'production', 'endorse', 'offering', 'economics', 'finance']"
Climate Change Education,Learn how to work with your students to help them explore climate change through the use of interactive and engaging activities. These activities are designed for students at the primary and secondary levels.,"This course explores the basic science behind climate change and presents the tools to teach it in a positive, engaging and participatory way. The course also introduces some of the ethical and social issues around climate change.This course makes use of videos, lesson plans and online games developed by the IDB's ""Rise-Up: Education Against Climate Change"" initiative. The aim is to assist you in the launch of climate change education and actions to mitigate and adapt to climate change in your school community.This is a hands-on course, with examples coming directly from Latin America and the Caribbean.61% of the students who have taken the course affirm that they have improved their ability to formulate, implement and / or evaluate public policies.52% of the students have said that the course has served them to improve services to citizens as public officials.Students who obtain the certificate in this course will also receive this digital badge. Digital badges allow you to share skills and knowledge more quickly and more reliably. For more information on digital badges visit https://cursos.iadb.org/es/indes/credenciales-digitales or click here. Education & Teacher Training","['climate', 'change', 'education']","['learn', 'work', 'student', 'help', 'explore', 'climate', 'change', 'use', 'interactive', 'engaging', 'activity', 'activity', 'designed', 'student', 'primary', 'secondary', 'level']","['course', 'explores', 'basic', 'science', 'behind', 'climate', 'change', 'present', 'tool', 'teach', 'positive', 'engaging', 'participatory', 'way', 'course', 'also', 'introduces', 'ethical', 'social', 'issue', 'around', 'climate', 'changethis', 'course', 'make', 'use', 'video', 'lesson', 'plan', 'online', 'game', 'developed', 'idbs', 'riseup', 'education', 'climate', 'change', 'initiative', 'aim', 'assist', 'launch', 'climate', 'change', 'education', 'action', 'mitigate', 'adapt', 'climate', 'change', 'school', 'communitythis', 'handson', 'course', 'example', 'coming', 'directly', 'latin', 'america', 'caribbean', 'student', 'taken', 'course', 'affirm', 'improved', 'ability', 'formulate', 'implement', 'evaluate', 'public', 'policy', 'student', 'said', 'course', 'served', 'improve', 'service', 'citizen', 'public', 'officialsstudents', 'obtain', 'certificate', 'course', 'also', 'receive', 'digital', 'badge', 'digital', 'badge', 'allow', 'share', 'skill', 'knowledge', 'quickly', 'reliably', 'information', 'digital', 'badge', 'visit', 'httpscursosiadborgesindescredencialesdigitales', 'click', 'education', 'teacher', 'training']"
Applied Deep Learning Capstone Project,"In this capstone project, you'll use either Keras or PyTorch to develop, train, and test a Deep Learning model. Load and preprocess data for a real problem, build the model and then validate it.","In this capstone project, you'lluse a Deep Learning library ofyour choice to develop, train, and test a Deep Learning model.Loadand preprocess data for a real problem, build the model and then validate it. Finally, you will present a project report to demonstrate the validity of yourmodel andyour proficiency in the field of deep learning. Data Analysis & Statistics","['applied', 'deep', 'learning', 'capstone', 'project']","['capstone', 'project', 'youll', 'use', 'either', 'kera', 'pytorch', 'develop', 'train', 'test', 'deep', 'learning', 'model', 'load', 'preprocess', 'data', 'real', 'problem', 'build', 'model', 'validate']","['capstone', 'project', 'youlluse', 'deep', 'learning', 'library', 'ofyour', 'choice', 'develop', 'train', 'test', 'deep', 'learning', 'modelloadand', 'preprocess', 'data', 'real', 'problem', 'build', 'model', 'validate', 'finally', 'present', 'project', 'report', 'demonstrate', 'validity', 'yourmodel', 'andyour', 'proficiency', 'field', 'deep', 'learning', 'data', 'analysis', 'statistic']"
FinTech Ethics and Risks,"Learn how individuals and organizations can utilize and regulate blockchain, AI, and other FinTech solutions to ensure their adoption does not come at the expense of societal growth.","FinTech has started a global revolution in the financial services industry, and the transformation will only increase in coming years. There are many ways in which FinTech can improve the lives of people around the world; however, those same technologies can also be used to enslave, coerce, track, and control people. Accordingly, it is appropriate and necessary to consider the implications of the introduction of these technologies so that they are utilized properly, regulated sufficiently, and their adoption does not come at the expense of societal growth. This 6-week online coursecovers 6 modules, representing the full spectrum of finance, technology, and the introduction of FinTech solutions globally. We will ask questions that are not often asked or addressed when new technologies are adopted. Why should we adopt FinTech solutions, and what are the best ways to introduce disruptive technologies? How does blockchain technology change the way we provide financial services, and how should blockchain technology be governed? Is FinTech creating risks in cybersecurity and how can technology help us prevent financial crimes? As Artificial Intelligence (AI) is developed and adopted, will human biases and prejudices be built into such mechanisms? And at a larger scope, should FinTech lead to a decentralized, democratized system of finance, or will existing institutions adopt FinTech strategies to cement their existing hold on the financial markets? Through discussing and attempting to answer these questions, you will understand better how the introduction of these technologies can benefit or harm society. And through considering the proper application or introduction of such technologies, you will learn to make better decisions as an individual and organization when facing the question: is FinTech our savior or a villain? Economics & Finance","['fintech', 'ethic', 'risk']","['learn', 'individual', 'organization', 'utilize', 'regulate', 'blockchain', 'ai', 'fintech', 'solution', 'ensure', 'adoption', 'come', 'expense', 'societal', 'growth']","['fintech', 'started', 'global', 'revolution', 'financial', 'service', 'industry', 'transformation', 'increase', 'coming', 'year', 'many', 'way', 'fintech', 'improve', 'life', 'people', 'around', 'world', 'however', 'technology', 'also', 'used', 'enslave', 'coerce', 'track', 'control', 'people', 'accordingly', 'appropriate', 'necessary', 'consider', 'implication', 'introduction', 'technology', 'utilized', 'properly', 'regulated', 'sufficiently', 'adoption', 'come', 'expense', 'societal', 'growth', 'week', 'online', 'coursecovers', 'module', 'representing', 'full', 'spectrum', 'finance', 'technology', 'introduction', 'fintech', 'solution', 'globally', 'ask', 'question', 'often', 'asked', 'addressed', 'new', 'technology', 'adopted', 'adopt', 'fintech', 'solution', 'best', 'way', 'introduce', 'disruptive', 'technology', 'blockchain', 'technology', 'change', 'way', 'provide', 'financial', 'service', 'blockchain', 'technology', 'governed', 'fintech', 'creating', 'risk', 'cybersecurity', 'technology', 'help', 'u', 'prevent', 'financial', 'crime', 'artificial', 'intelligence', 'ai', 'developed', 'adopted', 'human', 'bias', 'prejudice', 'built', 'mechanism', 'larger', 'scope', 'fintech', 'lead', 'decentralized', 'democratized', 'system', 'finance', 'existing', 'institution', 'adopt', 'fintech', 'strategy', 'cement', 'existing', 'hold', 'financial', 'market', 'discussing', 'attempting', 'answer', 'question', 'understand', 'better', 'introduction', 'technology', 'benefit', 'harm', 'society', 'considering', 'proper', 'application', 'introduction', 'technology', 'learn', 'make', 'better', 'decision', 'individual', 'organization', 'facing', 'question', 'fintech', 'savior', 'villain', 'economics', 'finance']"
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,"Learn user experience and user interface design-key skills to succeed as a product manager, developer and designer. 本课程将依托于实际的设计案例和有趣的文化现象，引导学生从文化的视角运用人因学的知识和方法理解什么是以用户为中心的设计理念，掌握科学的设计和评估方法","The most successful products and services offer rich and colorful user experiences that take into account social and cultural patterns. Learn how to create excellent user experience (UX) designs which are user-centered and consider factors such as consumer demand, ability and cultural background.Understanding UX design, or how to design with the user in mind, is not only a requirement for designers, but also a skill product managers and developers should develop throughout their careers. This UX/UI course should help product developers, managers and marketers as well as designers develop unique critical, analytical perspectives in user experience and user interface.Theoretical knowledge of the human factor is at the heart of user-centered design and evaluation. This course will focus around this theme, starting with specific design cases and gradually diving deeper into the newest research findings, taking learners from the simplest to the most complicated studies of user analysis, task analysis, user interface design, cross-cultural design, user experience design, robot and human interaction design, the newest health care and human factor research projects, and more.FAQsWhat are the textbook and the reference books for this course?Heim, S. (2007). The Resonant Interface. Pearson Education Limited. (English language reprint edition published by Publishing House of Electronics Industry).What is the grading breakdown?20% quizzes
40% discussion
40% final reportHow can I get the certificate?If your final score is no less than 50.生活中各式各样的产品与服务给我们带来了丰富多彩的用户体验，也蕴含着有趣的社会文化规律。优秀的用户体验设计需要以人为中心，全面考虑人的需求、能力以及文化背景等因素。以用户为中心的设计方法不仅是对设计师的要求，也是产品管理、开发人员必需的专业素养，本课程希望帮助产品开发或设计人员建立独立的评判视角和分析思路。人因学的理论知识是“以用户为中心的设计和评估”方法的基础，本课程将围绕这个中心，从具体的设计案例开始讲授，逐步深入至最新的科研成果，引导学生由浅入深地学习用户研究，任务分析，交互界面评估，跨文化设计，用户体验设计，人与机器人交互设计，以及前沿的医疗与人因研究专题等内容。 Engineering","['user', 'experience', 'ux', 'design', 'human', 'factor', 'culture', 'design', '设计的人因与文化']","['learn', 'user', 'experience', 'user', 'interface', 'designkey', 'skill', 'succeed', 'product', 'manager', 'developer', 'designer', '本课程将依托于实际的设计案例和有趣的文化现象，引导学生从文化的视角运用人因学的知识和方法理解什么是以用户为中心的设计理念，掌握科学的设计和评估方法']","['successful', 'product', 'service', 'offer', 'rich', 'colorful', 'user', 'experience', 'take', 'account', 'social', 'cultural', 'pattern', 'learn', 'create', 'excellent', 'user', 'experience', 'ux', 'design', 'usercentered', 'consider', 'factor', 'consumer', 'demand', 'ability', 'cultural', 'backgroundunderstanding', 'ux', 'design', 'design', 'user', 'mind', 'requirement', 'designer', 'also', 'skill', 'product', 'manager', 'developer', 'develop', 'throughout', 'career', 'uxui', 'course', 'help', 'product', 'developer', 'manager', 'marketer', 'well', 'designer', 'develop', 'unique', 'critical', 'analytical', 'perspective', 'user', 'experience', 'user', 'interfacetheoretical', 'knowledge', 'human', 'factor', 'heart', 'usercentered', 'design', 'evaluation', 'course', 'focus', 'around', 'theme', 'starting', 'specific', 'design', 'case', 'gradually', 'diving', 'deeper', 'newest', 'research', 'finding', 'taking', 'learner', 'simplest', 'complicated', 'study', 'user', 'analysis', 'task', 'analysis', 'user', 'interface', 'design', 'crosscultural', 'design', 'user', 'experience', 'design', 'robot', 'human', 'interaction', 'design', 'newest', 'health', 'care', 'human', 'factor', 'research', 'project', 'morefaqswhat', 'textbook', 'reference', 'book', 'courseheim', 'resonant', 'interface', 'pearson', 'education', 'limited', 'english', 'language', 'reprint', 'edition', 'published', 'publishing', 'house', 'electronics', 'industrywhat', 'grading', 'breakdown', 'quiz', 'discussion', 'final', 'reporthow', 'get', 'certificateif', 'final', 'score', 'less', '生活中各式各样的产品与服务给我们带来了丰富多彩的用户体验，也蕴含着有趣的社会文化规律。优秀的用户体验设计需要以人为中心，全面考虑人的需求、能力以及文化背景等因素。以用户为中心的设计方法不仅是对设计师的要求，也是产品管理、开发人员必需的专业素养，本课程希望帮助产品开发或设计人员建立独立的评判视角和分析思路。人因学的理论知识是', '“', '以用户为中心的设计和评估', '”', '方法的基础，本课程将围绕这个中心，从具体的设计案例开始讲授，逐步深入至最新的科研成果，引导学生由浅入深地学习用户研究，任务分析，交互界面评估，跨文化设计，用户体验设计，人与机器人交互设计，以及前沿的医疗与人因研究专题等内容。', 'engineering']"
The Conquest of Space: Space Exploration and Rocket Science,Explore the history of space travel and learn the basics of aerospace engineering.,"Space exploration plays a major role in the history of humankind. The cultural, political and sociological repercussions are extraordinary, and the amount of resources dedicated to space exploration is enormous. This aerospace course is a first step for those interested in learning more about the history of the space and the impact of space exploration on our daily lives.Each week we will focus on a major chapter in the history of space exploration accompanied by an introduction to the relevant technical topics to fully understand these historical developments. During the seven weeks of the course, we will follow the technical, political and cultural contexts that lead to the birth of the space age, uncover the evolution of space exploration from competition to cooperation in the Apollo and post-Apollo era and finally, analyze current trends in space exploration.By successfully completing this course, you will acquire the critical tools to understand the key events and developments of the Space Age. You will learn to solve basic technical and engineering problems of space travel, rocket propulsion, space systems, and human space flight.Course image: Rosetta at Comet (landscape) / Copyright: ESA/ATG medialab; Comet image: ESA/Rosetta/Navcam. Engineering","['conquest', 'space', 'space', 'exploration', 'rocket', 'science']","['explore', 'history', 'space', 'travel', 'learn', 'basic', 'aerospace', 'engineering']","['space', 'exploration', 'play', 'major', 'role', 'history', 'humankind', 'cultural', 'political', 'sociological', 'repercussion', 'extraordinary', 'amount', 'resource', 'dedicated', 'space', 'exploration', 'enormous', 'aerospace', 'course', 'first', 'step', 'interested', 'learning', 'history', 'space', 'impact', 'space', 'exploration', 'daily', 'liveseach', 'week', 'focus', 'major', 'chapter', 'history', 'space', 'exploration', 'accompanied', 'introduction', 'relevant', 'technical', 'topic', 'fully', 'understand', 'historical', 'development', 'seven', 'week', 'course', 'follow', 'technical', 'political', 'cultural', 'context', 'lead', 'birth', 'space', 'age', 'uncover', 'evolution', 'space', 'exploration', 'competition', 'cooperation', 'apollo', 'postapollo', 'era', 'finally', 'analyze', 'current', 'trend', 'space', 'explorationby', 'successfully', 'completing', 'course', 'acquire', 'critical', 'tool', 'understand', 'key', 'event', 'development', 'space', 'age', 'learn', 'solve', 'basic', 'technical', 'engineering', 'problem', 'space', 'travel', 'rocket', 'propulsion', 'space', 'system', 'human', 'space', 'flightcourse', 'image', 'rosetta', 'comet', 'landscape', 'copyright', 'esaatg', 'medialab', 'comet', 'image', 'esarosettanavcam', 'engineering']"
Business Strategy and Operations in a Biobased Economy,Lead your company to make the switch to biobased resources and build a profitable sustainable business. Learn how to deal with the many strategic and operational challenges facing a companyin the biobased and circular economy.,"“Sustainable growth business models are the beginning of a solution — they aim to optimize the use of resources and fossil energy, and to reduce waste flows and emissions (eco- efficiency). Structuring a (more) circular business model is a logical next step. A circular economy is the logical and more hands-on approach to sustainable thinking and acting. Besides a clear link to cost reduction, the principles of a circular economy have an even stronger link to value creation and innovations at system level"". From the document “Circular Economy” of the Dutch Sustainable Growth Coalition.To contribute to the bio-society in 2050 you should know what a business model of a company in the biobased and circular economy comprise of. Does it always require cross-company collaborative efforts to succeed in this sector? What operational supply chain challenges have to be dealt with to ensure efficient and sustainable production networks? And how can managerial decision-making be supported by quantitative methods?Join this course if you want to be able to answer these questions and gain a solid understanding of the business side of the biobased and circular economy.The course contains two key business perspectives. It starts with relevant strategic management considerations such as the trends impacting the transition of businesses and value chains towards a more circular economy, their multi-stakeholder collaboration, and the development of feasible biobased business models. Then, the course continues with operational considerations, on e.g. supply chain management issues, different types of planning problems that are encountered, and the development of decision support for the design and operations of biobased supply chains.Don’t miss out on this opportunity to gain the skills on a strategic- and operational level to transform your company’s business model in a conscious, sustainable and profitable one.Join the MicroMasters programme!This course is part of the MicroMasters Business and Operations for a Circular Bio-EconomyA series of 3 courses and a final capstone project that will provide you with the knowledge and tools to analyse the business and operations side of the switch to biobased products. You will be able to contribute to managerial decision-making, as well as deal with supply chain management and planning.Explore the other courses in this MicroMasters programme:You might also like the MicroMasters Economies and Policies for a Circular Bio-Economy. Business & Management","['business', 'strategy', 'operation', 'biobased', 'economy']","['lead', 'company', 'make', 'switch', 'biobased', 'resource', 'build', 'profitable', 'sustainable', 'business', 'learn', 'deal', 'many', 'strategic', 'operational', 'challenge', 'facing', 'companyin', 'biobased', 'circular', 'economy']","['“', 'sustainable', 'growth', 'business', 'model', 'beginning', 'solution', '—', 'aim', 'optimize', 'use', 'resource', 'fossil', 'energy', 'reduce', 'waste', 'flow', 'emission', 'eco', 'efficiency', 'structuring', 'circular', 'business', 'model', 'logical', 'next', 'step', 'circular', 'economy', 'logical', 'handson', 'approach', 'sustainable', 'thinking', 'acting', 'besides', 'clear', 'link', 'cost', 'reduction', 'principle', 'circular', 'economy', 'even', 'stronger', 'link', 'value', 'creation', 'innovation', 'system', 'level', 'document', '“', 'circular', 'economy', '”', 'dutch', 'sustainable', 'growth', 'coalitionto', 'contribute', 'biosociety', 'know', 'business', 'model', 'company', 'biobased', 'circular', 'economy', 'comprise', 'always', 'require', 'crosscompany', 'collaborative', 'effort', 'succeed', 'sector', 'operational', 'supply', 'chain', 'challenge', 'dealt', 'ensure', 'efficient', 'sustainable', 'production', 'network', 'managerial', 'decisionmaking', 'supported', 'quantitative', 'methodsjoin', 'course', 'want', 'able', 'answer', 'question', 'gain', 'solid', 'understanding', 'business', 'side', 'biobased', 'circular', 'economythe', 'course', 'contains', 'two', 'key', 'business', 'perspective', 'start', 'relevant', 'strategic', 'management', 'consideration', 'trend', 'impacting', 'transition', 'business', 'value', 'chain', 'towards', 'circular', 'economy', 'multistakeholder', 'collaboration', 'development', 'feasible', 'biobased', 'business', 'model', 'course', 'continues', 'operational', 'consideration', 'eg', 'supply', 'chain', 'management', 'issue', 'different', 'type', 'planning', 'problem', 'encountered', 'development', 'decision', 'support', 'design', 'operation', 'biobased', 'supply', 'chainsdon', '’', 'miss', 'opportunity', 'gain', 'skill', 'strategic', 'operational', 'level', 'transform', 'company', '’', 'business', 'model', 'conscious', 'sustainable', 'profitable', 'onejoin', 'micromasters', 'programmethis', 'course', 'part', 'micromasters', 'business', 'operation', 'circular', 'bioeconomya', 'series', 'course', 'final', 'capstone', 'project', 'provide', 'knowledge', 'tool', 'analyse', 'business', 'operation', 'side', 'switch', 'biobased', 'product', 'able', 'contribute', 'managerial', 'decisionmaking', 'well', 'deal', 'supply', 'chain', 'management', 'planningexplore', 'course', 'micromasters', 'programmeyou', 'might', 'also', 'like', 'micromasters', 'economy', 'policy', 'circular', 'bioeconomy', 'business', 'management']"
What Works in Education: Evidence-Based Education Policies,"Learn what works in education and how to identify, analyze and implement evidence-based education policies that improve learning.",This course summarizes the main theoretical and practical research surrounding evidence-based education policies and delves into the key improvements and challenges observed in education systems in Latin America and the Caribbean. The course has been organized around five key features of successful education systems: The course’s target audience includes those with interest in improving education through evidence-based education policies. Education & Teacher Training,"['work', 'education', 'evidencebased', 'education', 'policy']","['learn', 'work', 'education', 'identify', 'analyze', 'implement', 'evidencebased', 'education', 'policy', 'improve', 'learning']","['course', 'summarizes', 'main', 'theoretical', 'practical', 'research', 'surrounding', 'evidencebased', 'education', 'policy', 'delf', 'key', 'improvement', 'challenge', 'observed', 'education', 'system', 'latin', 'america', 'caribbean', 'course', 'organized', 'around', 'five', 'key', 'feature', 'successful', 'education', 'system', 'course', '’', 'target', 'audience', 'includes', 'interest', 'improving', 'education', 'evidencebased', 'education', 'policy', 'education', 'teacher', 'training']"
Electric Cars: Business,Get an in-depth understanding of varied profitable business models for electric cars.,"Electric cars are more than a novel means of mobility. They have been recognized as an essential building block of the energy transition. Fulfilling their promise will imply a significant change in the technical, digital and social dimensions of transport and energy infrastructure. If you want to explore the business opportunities this new market offers, then this is the course for you! This course explains how electric mobility can work for various businesses, including fleet managers, automobile manufacturers and charging infrastructure providers. The experts of TU Delft, together with other knowledge institutes and companies in the Netherlands, will provide insights into and examples of how innovations have disrupted conventional businesses and created new businesses altogether. This will be explained through various concepts and models, including total cost of ownership models, lean mass production, value chain thinking and business integration. After completing this course, you will be able to create e-mobility business models and develop a new strategy for your company which includes transition to or incorporation of e-mobility. The course includes video lectures, presentations and exercises, which are all illustrated with real-world case studies from projects that were implemented in the Netherlands. This course was co-developed with the Dutch Innovation Centre for Electric Road Transport (Dutch-INCERT) and is taught by experts from both industry and academia, who share their knowledge and insights. Business & Management","['electric', 'car', 'business']","['get', 'indepth', 'understanding', 'varied', 'profitable', 'business', 'model', 'electric', 'car']","['electric', 'car', 'novel', 'mean', 'mobility', 'recognized', 'essential', 'building', 'block', 'energy', 'transition', 'fulfilling', 'promise', 'imply', 'significant', 'change', 'technical', 'digital', 'social', 'dimension', 'transport', 'energy', 'infrastructure', 'want', 'explore', 'business', 'opportunity', 'new', 'market', 'offer', 'course', 'course', 'explains', 'electric', 'mobility', 'work', 'various', 'business', 'including', 'fleet', 'manager', 'automobile', 'manufacturer', 'charging', 'infrastructure', 'provider', 'expert', 'tu', 'delft', 'together', 'knowledge', 'institute', 'company', 'netherlands', 'provide', 'insight', 'example', 'innovation', 'disrupted', 'conventional', 'business', 'created', 'new', 'business', 'altogether', 'explained', 'various', 'concept', 'model', 'including', 'total', 'cost', 'ownership', 'model', 'lean', 'mass', 'production', 'value', 'chain', 'thinking', 'business', 'integration', 'completing', 'course', 'able', 'create', 'emobility', 'business', 'model', 'develop', 'new', 'strategy', 'company', 'includes', 'transition', 'incorporation', 'emobility', 'course', 'includes', 'video', 'lecture', 'presentation', 'exercise', 'illustrated', 'realworld', 'case', 'study', 'project', 'implemented', 'netherlands', 'course', 'codeveloped', 'dutch', 'innovation', 'centre', 'electric', 'road', 'transport', 'dutchincert', 'taught', 'expert', 'industry', 'academia', 'share', 'knowledge', 'insight', 'business', 'management']"
Thermodynamics of Materials,Thermodynamics of Materials describes the fundamental competition between energy and disorder that determines the state of materials at equilibrium.,"This course describes the fundamental competition between energy and disorder that determines the state of materials at equilibrium. It introduces the laws of thermodynamics, the concept of equilibrium, and thermodynamic potentials. Both classical and statistical interpretations of entropy are presented, but the emphasis of the course is on classical thermodynamics. Topics covered include unary systems, reacting chemical systems, and binary phase diagrams. Emphasis is placed on the concept of constrained equilibrium, the mathematical structure of classical thermodynamics, and on free energy-composition diagrams that underpin binary phase diagrams. Computational thermodynamics is also covered, and thermodynamics software is used throughout the course. The course also emphasizes the uses of thermodynamics is materials selection and process design, and the importance of materials data. Engineering","['thermodynamics', 'material']","['thermodynamics', 'material', 'describes', 'fundamental', 'competition', 'energy', 'disorder', 'determines', 'state', 'material', 'equilibrium']","['course', 'describes', 'fundamental', 'competition', 'energy', 'disorder', 'determines', 'state', 'material', 'equilibrium', 'introduces', 'law', 'thermodynamics', 'concept', 'equilibrium', 'thermodynamic', 'potential', 'classical', 'statistical', 'interpretation', 'entropy', 'presented', 'emphasis', 'course', 'classical', 'thermodynamics', 'topic', 'covered', 'include', 'unary', 'system', 'reacting', 'chemical', 'system', 'binary', 'phase', 'diagram', 'emphasis', 'placed', 'concept', 'constrained', 'equilibrium', 'mathematical', 'structure', 'classical', 'thermodynamics', 'free', 'energycomposition', 'diagram', 'underpin', 'binary', 'phase', 'diagram', 'computational', 'thermodynamics', 'also', 'covered', 'thermodynamics', 'software', 'used', 'throughout', 'course', 'course', 'also', 'emphasizes', 'us', 'thermodynamics', 'material', 'selection', 'process', 'design', 'importance', 'material', 'data', 'engineering']"
Mechanics: Momentum and Energy,Learn about momentum and energy in this calculus-based physics course.,"This course is the second of a series of four modules that cover calculus-based mechanics. You will learn about the concepts of momentum, impulse, energy, and work, as well as the powerful idea of conservation laws. You will apply these concepts to solve interesting mechanics problems such as collisions and rockets. The modulesare based on material in MIT's Physics I, which is required for all MIT undergraduates, and is being offered as an XSeries on edX. Please visit the Beginner Mechanics XSeries Program Page to learn more and to enroll in all four modules.To understand the material in this course you should have taken Mechanics: Kinematics and Dynamics.The course image is a fire truck on top of the MIT dome. Image taken by Sarahjane10784 https://en.wikipedia.org/wiki/File:MIT_firetruck_hack_2006.JPG Physics","['mechanic', 'momentum', 'energy']","['learn', 'momentum', 'energy', 'calculusbased', 'physic', 'course']","['course', 'second', 'series', 'four', 'module', 'cover', 'calculusbased', 'mechanic', 'learn', 'concept', 'momentum', 'impulse', 'energy', 'work', 'well', 'powerful', 'idea', 'conservation', 'law', 'apply', 'concept', 'solve', 'interesting', 'mechanic', 'problem', 'collision', 'rocket', 'modulesare', 'based', 'material', 'mit', 'physic', 'required', 'mit', 'undergraduate', 'offered', 'xseries', 'edx', 'please', 'visit', 'beginner', 'mechanic', 'xseries', 'program', 'page', 'learn', 'enroll', 'four', 'modulesto', 'understand', 'material', 'course', 'taken', 'mechanic', 'kinematics', 'dynamicsthe', 'course', 'image', 'fire', 'truck', 'top', 'mit', 'dome', 'image', 'taken', 'sarahjane', 'httpsenwikipediaorgwikifilemitfiretruckhackjpg', 'physic']"
